GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Atp1b4	84396	564400581; 564400579; 16758112; 564400583	XP_006257556; XP_006257557; NP_445833; XP_006257555	G3V6V5; Q9R193; Q9R192
Atp23	299828	197333849	NP_001127938	M0R4I7
Atp2a1	116601	17157987	NP_478120	B4F7E5; Q64578
Atp2a2	29693	158635975; 161016776	NP_001104293; NP_001103609; 	P11508; P11507
Atp2a3	25391	6978555; 564372536; 1046848534	XP_006246659; XP_017452527; NP_037046	A0A0G2K9N9; Q8R5I9; P18596
Atp2b1	29598	564359109; 564359111; 16758008; 564359113	XP_006241358; NP_445763; XP_006241357; XP_006241356	P11505; Q63442; Q9R1L7
Atp2b2	24215	6978557	NP_036640	Q63443; P11506
Atp2b3	29599	1046907001; 1046907007; 1046907011; 672088934; 672088936; 158138481; 672088938; 672088946; 672088942; 1046907005	XP_008771841; XP_017457436; XP_017457437; NP_579822; XP_008771843; XP_017457438; XP_008771842; XP_008771847; XP_017457435; XP_008771845	Q64568; Q01489; Q63444
Atp2b4	29600	672073701; 54312088; 1046856246; 672073697; 672073695; 672073703; 672073699	XP_008767669; XP_008767670; XP_008767672; NP_001005871; XP_008767671; XP_017454262; XP_008767668	Q63127; Q64543; Q64544; Q63445; Q64542; Q64545
Atp2c1	170699	56799421	NP_571982	Q5PQW5
Atp2c2	171496	672085173; 19745192; 672085171; 1046869519	XP_008770817; XP_008770818; NP_604457; XP_017456659	Q8R4C1
Atp4a	24216	281306811	NP_036641	-
Atp4b	24217	31542161	NP_036642	P18598
Atp5f1a	65262	40538742	NP_075581	Q6P753; P15999
Atp5f1b	171374	54792127	NP_599191	Q499W0; P10719
Atp5f1c	116550	564392145; 564392147; 564392143; 39930503	NP_446277; XP_006254291; XP_006254293; XP_006254292	Q6PCU0; F7FFJ9
Atp5f1d	245965	564357985; 20806153	NP_620806; XP_006240907	P35434
Atp5f1e	245958	20806139	NP_620799	P29418
Atp5if1	25392	77917528	NP_037047	A0JMZ8; Q03344
Atp5mc1	29754	564373935; 564373937; 8392939	XP_006247251; XP_006247250; NP_059007	Q06645
Atp5mc2	171082	19424234	NP_598240	A2VCW6; Q06646
Atp5mc3	114630	564341456; 1371542730; 564341458; 1371542714; 564301862; 564301860	XP_006224557; XP_006234455; NP_001348330; XP_006224558; XP_006234456; NP_001348329	Q499S2
Atp5md	171069	19424210	NP_598228	Q9JJW3
Atp5me	140608	17978459	NP_536729	P29419
Atp5mf	690441	402795039	NP_001258046	D3ZAF6
Atp5mg	300677	47058994	NP_997681	G3V9A9; Q6PDU7
Atp5pb	171375	19705465	NP_599192	P19511
Atp5pd	641434	9506411; 672069881	NP_062256; XP_008766612	P31399
Atp5pf	94271	672070673; 1046853106; 1046853108; 672070671; 16758388	XP_017453575; XP_008766825; XP_008766824; XP_017453574; NP_446054	P21571
Atp5po	192241	20302061	NP_620238	Q06647
ATP6	26197	110189720	YP_665634	P05504; Q9T2E9; Q8HIC7
Atp6ap1	83615	13929110	NP_113973	O54715
Atp6ap1l	361875	300797587; 1046872986	NP_001178772; XP_017446437	D3ZA00
Atp6ap2	302526	347300186	NP_001007092	Q6AXS4
Atp6v0a1	29757	564374183; 564374187; 1046849141; 564374185; 1046849137; 1046849133; 1046849139; 77627990; 1046849135; 1046849146	XP_017452683; XP_017452686; XP_006247357; XP_017452688; XP_017452689; XP_006247358; XP_006247359; XP_017452685; XP_017452684; NP_113792	P25286; Q2I6B2; D4ACY5; Q2I6B3; Q2I6B5; Q2I6B4
Atp6v0a2	116455	124244102	NP_446227	Q2I6B1; F1LQ38
Atp6v0a4	296981	564346346; 564346352; 157817053; 1046884031	XP_017448021; XP_006236361; XP_006236358; NP_001100061	A0A0G2JW72; D4A1H0
Atp6v0b	298451	157821319	NP_001100151	-
Atp6v0c	170667	18677757; 564370833	NP_570836; XP_006245960	P63081; P23967
Atp6v0d1	291969	58865424	NP_001011927	Q5M7T6
Atp6v0d2	297932	58865520	NP_001011972	Q5FVL0
Atp6v0e1	94170	50659077	NP_446030	Q794C0
Atp6v0e2	436582	50593106	NP_001002253	Q5EB76
Atp6v1a	685232	564376839; 564376841; 157819953	XP_006248410; NP_001101788; XP_006248411	D4A133
Atp6v1b1	312488	164607173	NP_001101337	-
Atp6v1b2	117596	17105370	NP_476561	P50517; O09045; P62815
Atp6v1c1	299971	58865560; 564359947	XP_006241664; NP_001011992	Q5FVI6
Atp6v1c2	362802	62079133; 1046892646; 1046892644; 1046892648	XP_017449732; XP_017449731; XP_017449730; NP_001014221	Q53B80; Q6AYE4
Atp6v1d	299159	40786463	NP_955418	Q6P503
Atp6v1e1	297566	38454230	NP_942040	Q6PCU2
Atp6v1e2	366545	564354884; 157823019; 564354882	XP_006239778; XP_006239777; NP_001102449	D3ZJ78
Atp6v1f	116664	16758754	NP_446336	P50408
Atp6v1fnb	103692087	672018109; 672049353	XP_008773911; XP_008761062	D4A609
Atp6v1g1	298103	157820847	NP_001100130	B2GUV5
Atp6v1g2	368044	672085716; 47059104	NP_997655; XP_008770957	Q8R2H0
Atp6v1g3	289407	157821899; 1046856195; 564380862; 1046856199	XP_006249986; XP_017454249; NP_001099461; XP_017454250	D3ZTZ4
Atp6v1h	297797	564350131; 564350129; 672051909; 564350135; 62078587	XP_006237864; XP_008761746; XP_006237863; XP_006237866; NP_001013951	Q5XIL1; A0A0G2K9J2
Atp7a	24941	564399354; 564399358; 16258817; 672087906	XP_006257057; XP_008771556; NP_434690; XP_006257059	P70705
Atp7b	24218	1046863058; 158138532	XP_017455480; NP_036643	A0A0G2JWJ5; Q9QUG4
ATP8	26196	110189719	YP_665633	Q8HIC8; P11608; Q35736
Atp8a1	289615	564383689; 672076245; 1046860009; 672027926; 1046860013; 564383677; 564383679; 564383683; 1046860011	XP_006251037; XP_017454942; XP_006251036; XP_006251042; XP_006251039; XP_008763736; XP_008768387; XP_017454944; XP_017454943	-
Atp8a2	691889	564386620; 1046862289; 564317908; 672028581; 392333331; 564317912; 564386610; 672078434; 392353562; 564386618; 564317904; 672028585; 672078431	XP_003751540; XP_008767391; XP_008769012; XP_008767399; XP_006222032; XP_006252222; XP_006252227; XP_017455386; XP_006222030; XP_006252226; XP_008769011; XP_003752863; XP_006222034	-
Atp8b1	291555	564393774; 157821877	XP_006254904; NP_001099610	D4AA47
Atp8b2	685152	392338862; 672043237; 564300566; 392345805; 1046828213	XP_017451773; XP_003753655; XP_006224238; XP_008759467; XP_001062555	D4A509
Atp8b3	299616	109481562; 109480229	XP_001076355; XP_234937	D3ZE62
Atp8b4	311396	564302296; 672017299; 672017301; 564302299; 1046883134; 672017297; 672017304	XP_008760448; XP_006224667; XP_008773729; XP_006224668; XP_008773731; XP_008773728; XP_008773730	-
Atp8b5p	691125	1046890052; 1046832571	XP_017458484; XP_017449211	-
Atp9a	84011	672048501; 672017795	XP_008773849; XP_008760832	-
Atp9b	291411	157817346; 564394176; 1046867851; 1046867853	XP_006255045; NP_001099600; XP_017456364; XP_017456363	D4ABB8; A0A0G2K3M6
Atpaf1	313510	157818231; 1046888456	NP_001101429; XP_017448873	D3ZY50
Atpaf2	303190	157822047	NP_001100476	D3ZTW7
Atpsckmt	499561	672041629; 157821613	NP_001102648; XP_008759014	D3ZLY0
Atr	685055	564310484; 564365050; 392342046; 392350269	XP_003750609; XP_003754493; XP_006226594; XP_006243662	D3Z822
Atraid	298841	189011636	NP_001120998	B2RYU3
Atrip	301014	564365459; 564365462; 157821561	XP_006243828; XP_006243829; NP_001100329; 	D4A4M3
Atrn	83526	13786196	NP_112641	Q99PW0; Q99J86
Atrnl1	307992	672040941; 564299497	XP_008758809; XP_006223866	-
Atrx	246284	1046838786; 1046838794; 1046838788; 1046908875; 1046838778; 1046838798; 1046838792; 1046838782; 1046838796; 1046838800; 1046838780; 1046838784; 1046838790	XP_017443754; XP_017443759; XP_017443755; XP_017443756; XP_017443758; XP_017443753; XP_017443760; XP_017443763; XP_017443752; XP_017443757; XP_017457830; XP_017443761; XP_017443762	-
Atxn1	25049	6981504	NP_036858	Q63540
Atxn10	170821	25742674	NP_579847	Q9ER24
Atxn2	288663	672026761; 672073158; 1046855199; 1046821789; 672026763; 1046821785; 1046821787; 672026753; 672026773; 1046855217; 1046821779; 672026775; 1046855193; 1046855195; 1046855203; 672026755; 672073166; 672073180; 1046855209; 1046855213; 672073160; 672073178; 1046855205; 1046821775; 672073168; 1046855215; 1046821769; 1046821773; 1046821777; 1046821783; 1046821791; 1046855201; 1046855211; 1046855221; 1046821767	XP_017454016; XP_017454017; XP_017459982; XP_008758691; XP_008758696; XP_017454010; XP_017454018; XP_008758710; XP_017454011; XP_017454013; XP_017459985; XP_008767507; XP_017459979; XP_017459981; XP_017459983; XP_008758707; XP_008767504; XP_008767514; XP_017454012; XP_017459975; XP_008758725; XP_017454015; XP_017459976; XP_017459980; XP_008767503; XP_008767508; XP_008767515; XP_017459977; XP_017459984; XP_008758722; XP_017454014; XP_017454019; XP_017454020; XP_017454021; XP_017459978	F1M049
Atxn2l	361649	1046843303; 1046843310; 1046843312; 313151185; 564331065; 564331071; 1046843301; 564331073; 1046843326; 564331069; 1046843306; 1046843323; 1046843316; 1046843318; 1046843320; 564331075; 1046843299; 1046843308	XP_006230366; XP_017444893; XP_006230363; XP_017444898; XP_017444903; XP_017444890; XP_017444894; XP_017444896; XP_017444902; XP_017444892; XP_017444900; XP_006230365; XP_006230368; XP_017444895; XP_017444897; XP_006230367; XP_017444901; NP_001123569	F1LR43; B3DMA1
Atxn3	60331	564357055; 564357063; 1046892923; 564357059; 11067443; 564357053; 564357057; 564357069; 1046892921	XP_006240547; XP_006240555; XP_017449826; NP_067734; XP_006240549; XP_017449827; XP_006240550; XP_006240548; XP_006240552	O35815
Atxn7	361015	1046862003; 564317618; 564317615; 1046862001; 672077769; 564385571	XP_017455330; XP_017455331; XP_006221958; XP_006221957; XP_006251790; XP_008768822	-
Atxn7l1	362726	564307065; 564307073; 564307081; 564307085; 564355706; 564355724; 564355726; 672055976; 672020630; 564307077; 564355714; 564355722; 672055984; 564307075; 672055978; 672020628; 564355716; 672020636; 564307079; 564355720; 564307083; 564355718	XP_006225814; XP_006240071; XP_006240080; XP_006225807; XP_006240076; XP_006240081; XP_006225813; XP_006240079; XP_006225811; XP_006225816; XP_006240078; XP_006225815; XP_008762856; XP_008774455; XP_006240077; XP_008762854; XP_008762855; XP_006225817; XP_006225812; XP_006240075; XP_008774453; XP_008774454	D3ZTM4
Atxn7l2	310781	564338504; 564300867; 672043954; 564300865; 564338506; 672016225	XP_006224307; XP_006233262; XP_006224306; XP_008773473; XP_006233261; XP_008759668	-
Atxn7l3	287734	672069355; 293340482; 564374600; 672069353; 564374595; 672069357	XP_008766447; XP_002724614; XP_006247532; XP_006247534; XP_008766446; XP_008766445	D4A5H7
Atxn7l3b	100192313	210147441	NP_001129733	D3ZFQ1
Auh	361215	564390642; 157822275; 564390640; 672081159	NP_001101877; XP_006253737; XP_006253736; XP_008769721	F1LU71
Aunip	689656	109475646; 564306288; 293347707; 564353466	XP_006239193; XP_002726684; XP_001071529; XP_006225639	D3ZUC4
Aup1	680423	672050076; 120586987	XP_008761251; NP_001073368	A1L134
Aurka	261730	564344726; 564344728; 76253851	XP_006235737; XP_006235738; NP_695208	F1LN52; Q3MHU2
Aurkaip1	298687	564354458; 672054926; 51948444; 564354460; 564354462	XP_006239608; NP_001004237; XP_006239610; XP_006239609; XP_008762573	Q6AY68
Aurkb	114592	564372480; 16758580; 672067636; 672067638; 564372482	XP_006246632; NP_446201; XP_008765980; XP_006246631; XP_008765979	O55099; Q4V8N1
Aurkc	292554	820033943; 1046840969; 1046840971	XP_017444374; XP_017444375; NP_001295465	-
Aven	311299	157820591; 672046528; 564342242	XP_006234769; NP_001101227; XP_008760315	D3Z853
Avgr1	654840	88853559	NP_001034677	Q2MCS9
Avil	79253	341865592	NP_077377	M0RCA6
Avl9	312371	564347036; 293358593; 564303808; 293346817; 564347034; 564303806	XP_006236626; XP_006225001; XP_006225000; XP_006236627; XP_002729360; XP_002726414	D3ZVU6
Avp	24221	291327518	NP_058688	P01186
Avpi1	171386	404312675; 1046840374	XP_017444226; NP_599200	F1LRX4
Avpr1a	25107	33149327	NP_444178	Q5M8D1; P30560; Q9QW18; Q62874
Avpr1b	29462	577019568	NP_058901	G3V6U8
Avpr2	25108	564329352; 9506415	NP_062009; XP_006229611	Q53ZC4; Q00788
Awat1	679520	157820027	NP_001102841	D3ZVA9
Awat2	302425	300795163	NP_001178653	D4A598
Axdnd1	501861	1046857871; 1046822784	XP_017460178; XP_017454518	-
Axin1	79257	13242326	NP_077381	O70239
Axin2	29134	13242243	NP_077331	O70240
Axl	308444	61557097; 93204849	NP_001013165; NP_113982	Q8VIA0; Q8VI99
Azgp1	25294	401709967; 564378559; 564378557	XP_006249065; XP_006249066; NP_036958	Q3B8R6
Azi2	316051	564366104; 71043624	XP_006244094; NP_001020876	F1LQL4; Q4KMA0
Azin1	58961	1046896893; 564359865; 677283307; 672059039; 564359863; 677283309	NP_072107; XP_006241631; XP_008763679; XP_006241630; XP_017450557; NP_001288631	Q6P7R3
Azin2	366473	651167457	NP_001014283	Q6AYN0; F5A6B1
B2m	24223	7549746	NP_036644	P07151
B3galnt1	310508	1046872605; 1046872601; 1046872603; 1046872607; 61557130	XP_017446358; XP_017446359; XP_017446356; NP_001013176; XP_017446357	Q6AY39
B3galnt2	291212	672081949; 221325666; 564391584; 564391581; 672081952; 672081946	XP_008769924; XP_008769923; XP_006254070; XP_006254069; XP_008769925; NP_001138323	D3Z9C4; A0A0G2K550
B3galt1	366064	1046880592; 1046880581; 1046880588; 1046880590; 1046880586; 157822403; 1046880579; 1046880584	XP_017447432; XP_017447431; XP_017447435; XP_017447436; XP_017447437; NP_001102424; XP_017447433; XP_017447434	D3ZPD8
B3galt2	686081	157823603	NP_001102962	D4A950
B3galt4	171079	257900470	NP_598237	Q6MGC2
B3galt5	288161	157786822; 1046852539; 1046852541	NP_001099357; XP_017453417; XP_017453418	D4AB20
B3galt6	298690	157821707	NP_001100169	D3ZQC1
B3gat1	117108	564362835; 564362833; 16758918	XP_006242795; XP_006242796; NP_446455	O35789; A0A0H2UHF1
B3gat2	64544	12018284	NP_072131	Q9Z137
B3gat3	293722	189491871	NP_001121656	B2GV35
B3glct	689765	1046854917; 1046822008	XP_017460024; XP_017453969	-
B3gnt2	305571	672077168; 564385114; 157822021; 564385116; 564385118	XP_006251618; NP_001100710; XP_008768649; XP_006251616; XP_006251617	D3ZEF9
B3gnt3	290638	157823527; 1046863217	XP_017455515; NP_001099538	D3ZX31
B3gnt4	288752	564379355; 157786938	NP_001099408; XP_006249398	D4A3H6
B3gnt5	116740	281306748	NP_446384	Q99NB2
B3gnt6	292325	564329785; 157819061	XP_006229807; NP_001099681	D3ZC66
B3gnt7	316583	58865838	NP_001012134	Q66H69
B3gnt8	308440	157819259; 1046842108; 564326591	NP_001100962; XP_006228496; XP_017444607	D3ZE36
B3gnt9	291958	672085030; 672085028; 564321668	XP_006222857; XP_008770779; XP_008770778	A0A0G2K1Q3
B3gntl1	367384	672070339; 1046850081; 1046850089; 672070328; 672070337; 672070341; 672070335; 1046850083; 672070326; 62543559; 672070331	XP_008766726; XP_008766731; XP_017452921; XP_008766727; XP_017452920; XP_008766729; XP_008766732; XP_008766730; NP_001015035; XP_008766725; XP_017452919	Q6GV29; Q2NKP4
B4galnt1	64828	672058863; 1046896999; 12408316; 564359674	XP_017450589; NP_074051; XP_006241559; XP_008763642	Q10468
B4galnt2	688155	564313298; 672069427	XP_006220879; XP_008766472	-
B4galnt3	500306	564348747; 300795081	NP_001178905; XP_006237329	F1M021
B4galnt4	309105	157820677	NP_001101032	D4A750
B4galt1	24390	158081739	NP_445739	G3V722
B4galt2	313536	564352362; 157818359	XP_006238729; NP_001101435	D4A2A5
B4galt3	494342	564381739; 564381741; 57164019	NP_001009539; XP_006250315; XP_006250316	Q6P768
B4galt4	303923	1046852769; 58865614	NP_001012018; XP_017453489	Q66HH1
B4galt5	362275	157824089	NP_001102078	F1LZL3
B4galt6	65196	13929042	NP_113928	O88419
B4galt7	364675	72255549; 672081163	XP_008769723; NP_001026831	Q4FZU7; A0A0G2K4C0
B4gat1	293667	157822857	NP_001099794	D3ZHA1
B9d1	287383	1046848721; 564372430; 157786612; 564372428	XP_006246609; NP_001099256; XP_017452571; XP_006246610	P0C5J2
B9d2	308443	564326599; 157819285	XP_006228500; NP_001100964	P0C5J3
Baalc	140720	21687163; 1046894887	XP_017450121; NP_658907	Q790N3; Q920K5
Baat	29725	148747510	NP_058996	Q5M8A2; Q63276
Babam1	290631	564388486; 55741534	NP_001006965; XP_006252919	Q5XIJ6
Babam2	362704	564355130; 1046892498; 40538868	XP_017449703; XP_006239864; NP_954891	Q6P7Q1
Bace1	29392	9506421	NP_062077	P56819
Bace2	288227	50657390	NP_001002802	B2GVB0; Q6IE75
Bach1	304127	1046852847; 1046852849; 157819803	XP_017453507; XP_017453506; NP_001100583	D4ACD2
Bach2	313125	1046888298; 672052253; 1046888301; 1046888294; 1046888296; 209364556; 1046888303	XP_017448837; XP_017448838; XP_008761840; XP_017448834; XP_017448836; XP_017448835; NP_001129226	D3ZW33
Bad	64639	12083657; 564332470; 564332474; 564332472	XP_006230960; NP_073189; XP_006230958; XP_006230959	Q9JHX1; O70256; O35147
Bag1	297994	157952208; 367460071	NP_001243013; NP_001100117	B0K019
Bag2	690038	189491875	NP_001121667	B0BN74
Bag3	293524	58865450	NP_001011936	Q5U2U8
Bag4	361167	68341993	NP_001020301	Q5XIR5
Bag5	366734	564357388; 564357390; 564357392; 56606102	NP_001008526; XP_006240663; XP_006240665; XP_006240664	Q5QJC9
Bag5l1	103690404	672021173; 672057328; 672057324; 672057322; 672057326; 672021175; 672021171	XP_008763202; XP_008774545; XP_008763200; XP_008763199; XP_008763201; XP_008774543; XP_008774544	Q5QJC9
Bag6	94342	564396986; 564396990; 564397004; 564397006; 564396994; 564397010; 77020274; 564397008; 564396988; 564396998; 564397000; 564396996; 564396992; 564397002; 77020272	XP_006256145; XP_006256156; NP_001029140; XP_006256152; XP_006256155; NP_446061; XP_006256144; XP_006256146; XP_006256147; XP_006256148; XP_006256149; XP_006256150; XP_006256154; XP_006256151; XP_006256153	A0A0G2K7C1; Q6MG49; Q9WTN8; Q498N5
Bahcc1	360674	672070295; 672025748	XP_008766716; XP_008774088	-
Bahd1	362194	564302158; 564342459; 1046882075; 1046882078; 1046830086; 564342464; 1046830088; 564302153; 1046882082	XP_006234858; XP_017447686; XP_006224622; XP_017458066; XP_006234856; XP_006224620; XP_017458067; XP_017447684; XP_017447685	D3ZHT3
Baiap2	117542	564375586; 564375590; 564375592; 672070160; 564375588; 17105348	XP_006247934; NP_476544; XP_006247933; XP_006247932; XP_008766686; XP_006247931	Q6GMN2; Q923H3
Baiap2l1	304282	77628016; 1046854238	XP_017453804; NP_001029312	Q5FWT2; Q3KR97
Baiap2l2	685357	403420586	NP_001258149	-
Baiap3	106146145	916043983	NP_001299592	F1LVS1
Bak1	116502	564397029; 16758656	XP_006256163; NP_446264	Q9JK59
Bambi	83837	20806113	NP_620782	Q91XN4
Banf1	114087	564331926; 16758438; 564331928	NP_446083; XP_006230692; XP_006230693	Q9R1T1
Banf2	296198	672047325; 1046830320; 564343312; 672017467; 672017469; 1046882386; 1046830324; 564343307; 672047330; 109468927; 564343314; 564343318; 1046882391	XP_006235199; XP_008773769; XP_017447713; XP_215865; XP_006235194; XP_008760503; XP_017458093; XP_008773770; XP_017458094; XP_006235197; XP_017447712; XP_006235196; XP_008760504	D4A728
Bank1	365948	306482656; 1046873293	XP_017446493; NP_001041383	M0RAD7
Banp	292064	564396168; 564396174; 564396162; 564396166; 1046869834; 564396164; 1046869832; 1046869839; 1046869841; 564396172; 672085191; 1046869837; 157822243	XP_017456729; XP_006255819; XP_017456730; XP_017456731; XP_017456733; XP_006255813; XP_006255814; XP_017456732; XP_006255815; XP_008770823; NP_001099661; XP_006255816; XP_006255818	B1H235
Bap1	306257	564387890; 157822067; 564387888	NP_001100762; XP_006252668; XP_006252669	A0A0A0MXZ5; D3ZHS6
Bard1	64557	12018308	NP_072144	Q9QZH2
Barhl1	117232	16923956	NP_476450	P63156; Q9JK26
Barhl2	65050	12621136	NP_075245	O88181
Barx1	364680	157820389	NP_001102350	D3ZA67
Barx2	679701	392349905; 392341840	XP_003750505; XP_003754445	D4A7E7
Basp1	64160	11560135	NP_071636	Q05175
Batf	299206	672056490; 157822617	NP_001100218; XP_008762980	D4A7E1
Batf2	309178	564332661; 672039640; 672014611; 564298786; 293344572; 293356386	XP_006223689; XP_006231015; XP_219527; XP_008772987; XP_001071505; XP_008758425	-
Batf3	60462	672075198; 11177912; 672075200	XP_008768095; XP_008768096; NP_068637	P97876
Bax	24887	386869283	NP_058755	G3V8T9; Q9JKL3
Baz1a	314126	281604112	NP_001164039	-
Baz1b	368002	300793879	NP_001178845	G3V661
Baz2a	304601	157821429	NP_001100628	-
Baz2b	317627	672045638; 672045652; 672045642; 672045654; 1046880193; 672045634; 672045636; 672045640; 1046880210; 157823119; 672045644; 672045646; 672045648; 672045650; 1046880195; 672045632; 1046880191	XP_008760076; XP_017447351; XP_017447354; XP_008760075; XP_017447353; NP_001101730; XP_008760070; XP_008760078; XP_008760080; XP_008760069; XP_008760077; XP_008760073; XP_017447352; XP_008760071; XP_008760074; XP_008760079; XP_008760072	-
Bbc3	317673	27753966	NP_776209	Q80ZG6
Bbip1	100910342	1046847410; 1046847406; 564299357; 1046818578; 1046818587; 1046847404; 1046818585; 392345173; 1046818583; 1046847401; 1046847408; 392338250; 564334336; 1046818581	XP_017445692; XP_017445880; XP_017445694; XP_017445878; XP_003753473; XP_006223836; XP_003749191; XP_006231683; XP_017445704; XP_017445877; XP_017445876; XP_017445879; XP_017445693; XP_017445698	-
