GeneSymbol	GeneID	RefSeq_Protein_GI	RefSeq_Protein_Accession	Uniprot_Protein_Accession
Donson	60364	568997614; 568997612; 29789130	XP_006523132; NP_068366; XP_006523133	Q80V93; Q9QXP4; Q8BV55
Dop1a	320615	568961621; 755530225; 1039793531; 568961629; 568961633; 1039793517; 190194414; 568961623; 568961625; 755530223; 1039793521; 568961627; 568961631	XP_006511299; XP_006511303; XP_017168924; XP_011241060; NP_796182; XP_006511304; XP_017168922; XP_006511301; XP_006511302; XP_017168923; XP_006511298; XP_011241061; XP_006511300	H7BWZ9
Dop1b	70028	1039751715; 755555033; 755555045; 755555039; 755555050; 1268743700; 1039751717; 568997638; 15022807; 755555035; 62243808; 568997632; 568997642; 755555031; 755555037; 755555043	XP_006523145; XP_017172617; XP_011244448; XP_006523143; XP_011244446; NP_080976; XP_006523140; XP_011244447; XP_011244452; XP_017172616; NP_081569; XP_011244445; XP_011244449; XP_011244450; XP_011244451; NP_001344047	Q9DCG4; Q6PGE1; Q3UHQ6; E9QLV2; A0A2I3BRZ2; Q3UH78; Q80TN8
Dot1l	208266	755534310; 568967112; 755534307; 40556381; 568967107; 568967114; 568967110	NP_955354; XP_006513492; XP_006513495; XP_006513494; XP_006513493; XP_011241692; XP_011241693	Q6XZL8
Doxl2	243376	71725389; 1039775018	XP_017177072; NP_001025158	Q6IMK7
Dpagt1	13478	568958811; 1402623782; 568958809; 568958817; 31982409; 568958815	XP_006510054; XP_006510057; NP_001351393; XP_006510055; XP_006510058; NP_031901	Q921W5; P42867; Q9CPT1
Dpcd	226162	1254064682; 31541998; 755563205; 569007085	NP_001343876; XP_006527069; XP_011245540; NP_766227	Q8K1L8; Q8BPA8
Dpep1	13479	1039782133; 161016833	NP_031902; XP_017168047	P31428; G5E824; Q3V175
Dpep2	319446	667751596; 668259073; 32880214; 568956970	NP_001288134; NP_001288133; NP_795887; XP_006531144	Q3TBF7; Q7TQ53; Q8C255; Q3TBK3; Q3TBM9; Q3TAV9
Dpep3	71854	21313683	NP_082236	Q9DA79
Dpf1	29861	568945886; 568945876; 755519689; 755519685; 7305309; 568945872; 568945878; 568945884; 755519694; 1569289699	XP_006540095; XP_006540097; XP_011248891; NP_001355300; XP_006540102; XP_006540104; XP_011248890; NP_038902; XP_006540098; XP_006540101	Q9QYA4; Q9QX66; Q9QX65; Q6GTK4
Dpf2	19708	597517966; 6755314	NP_001278007; NP_035392	Q9QYA3; Q3UNP5; D3Z5N6; Q61103; Q60663
Dpf3	70127	17158031; 390407658; 390407656	NP_001254554; NP_001254555; NP_478119	B5TZD5; Q8CAD8; P58269; Q80W78
Dph1	116905	118026919	NP_652762	Q80UX6; Q8R445; Q5NCQ5
Dph2	67728	33468993	NP_080620	Q8K0L8; Q9CR25
Dph3	105638	114145563; 26986537; 547234843; 	NP_001040898; NP_758458; NP_001271275; 	Q8K0W9; D3YXV3
Dph5	69740	40254183; 568923966	XP_006502102; NP_081469	V9GXP1; Q9CWQ0; Q6PAC5
Dph6	66632	568918067; 568918065; 1249618597; 1249618568; 13385136	XP_006500081; NP_079951; XP_006500082; NP_001343368; NP_001343367	Q9CQ28; Q8R1W5; Q3UL00
Dph7	67228	1039761723; 1039761727; 568914121; 1243938383; 1243938511; 1243938379; 568914115; 568914125; 568914123; 1039761725; 1243938377; 568914117; 568914119; 21313066; 568914127; 568914113; 1243938437; 1243938394; 1243938414	XP_006498304; XP_006498306; XP_006498308; NP_001342486; NP_080320; XP_006498311; XP_017174707; XP_017174708; NP_001342489; XP_006498307; XP_017174709; NP_001342483; NP_001342487; NP_001342488; NP_001342490; XP_006498305; XP_006498309; XP_006498310; NP_001342485	Q3U5K4; Q9CYU6; Q8BIT9; A2AJ86; Q5RJV7
Dpm1	13480	6753670; 851329401	NP_001297013; NP_034202	O70152; Q9D829
Dpm2	13481	6753672	NP_034203	Q545R7; Q9Z324
Dpm3	68563	568923852; 58037125	NP_081043; XP_006502046	Q9D1Q4
Dpp10	269109	568909145; 568909147; 1039729026; 238776842	XP_006529689; XP_017176368; XP_006529690; NP_950186	E9QN98; Q6NXK7; Q6P554; Q8K1H0; D3Z5I7
Dpp3	75221	1341395609; 569006017; 244791124	NP_001347640; NP_598564; XP_006531917	Q8C0I6; Q3UDF3; Q99KK7
Dpp4	13482	568915307; 227116292; 6753674; 568915309; 755498642	XP_006498755; XP_011237576; NP_001153015; NP_034204; XP_006498754	P28843; Q3U514; Q3TR43
Dpp6	13483	312032384; 274319588; 209862927; 24429568	NP_997165; NP_034205; NP_001129532; NP_001185815	E9PWX1; Q9QWW2; Q5U4C2; Q3TY19; Q9Z219; Q80VM5; Q9Z218
Dpp7	83768	31981425	NP_114031; 	Q9ET22; Q8R082
Dpp8	74388	31542571; 568962229; 1039794515	XP_006511580; XP_017169158; NP_083182	Q9D4G6; Q80YA7
Dpp9	224897	1337002707; 569000043; 569000041; 255003757	XP_006524217; XP_006524218; NP_766212; NP_001347213	Q6KAM9; Q8BVG4; Q8BWT9
Dppa1	347708	30142691; 1039737510; 254039738	NP_839978; NP_001156830; XP_017170109	Q810Y7; Q3TL00
Dppa2	73703	58037335	NP_082891	Q9CWH0; B2RQ54
Dppa3	73708	21218416	NP_631964	Q8QZY3; F6S6F5
Dppa4	73693	63079715; 63079713	NP_001018002; NP_082886	E9PUG8; Q8CCG4; Q810Y6; Q6P228
Dppa5a	434423	27228963	NP_079550	Q9CQS7
Dpt	56429	9789943	NP_062733	Q9D2B6; Q9QZZ6
Dpy19l1	244745	1332564226; 169646320; 568959430	NP_001346877; NP_766508; XP_006510359	A6X919; Q3UP31; Q8CD79
Dpy19l2	320752	568959696; 568959698; 755528923; 261245007; 1039793541; 755528920	XP_017168925; XP_006510490; XP_011240859; NP_001159679; XP_006510491; XP_011240858	P0CW70
Dpy19l3	233115	568945615; 229093835	XP_006539969; NP_848819	Q8BZL3; Q80W29; Q8BZW5; Q6PB46; Q71B07; Q8BLA9
Dpy19l4	381510	124487097; 568926941; 568926943	XP_006538105; XP_006538104; NP_001074670	B2RW18; A2AJQ3; Q3T9A8
Dpy30	66310	226246658; 226246654; 226246656; 226246660	NP_001139695; NP_001139696; NP_001139694; NP_077746	Q99LT0
Dpyd	99586	755504833; 25140985	NP_740748; XP_011238620	Q8CHR6
Dpys	64705	257096000; 257095996	NP_073559; NP_001157938	Q99PP1; Q9EQF5; Q9DBP7; Q9DBK3
Dpysl2	12934	568986628; 40254595	NP_034085; XP_006518571	O08553; Q6P5D0
Dpysl3	22240	612407885; 6681219; 209862992	NP_001129558; NP_033494; NP_001278384	E9PWE8; Q3TT92; Q62188
Dpysl4	26757	188219524; 568952370; 568952364; 568952366	XP_006536258; XP_006536256; NP_036123; XP_006536255	Q3TMU8
Dpysl5	65254	568934411; 1254064715; 1254064676; 12746424	NP_001343878; XP_006504108; NP_001343877; NP_075534	Q9EQF6
Dqx1	93838	568943285; 568943287; 568943281; 568943283; 568943291; 19424112; 568943289	XP_006506870; XP_006506871; XP_006506873; XP_006506875; XP_006506874; XP_006506872; NP_291084	Q924H9; Q80ZJ5
Dr1	13486	27754097	NP_080382	Q91WV0; Q3UT14
Dram1	71712	27229121; 1039734229; 755535149	XP_011241878; NP_082154; XP_017169589	Q9DC58; Q78J26
Dram2	67171	568923739; 560186592; 70980526; 560186596; 568923737; 21313106	XP_006501991; NP_001020753; NP_001273916; NP_080289; XP_006501992; NP_001273915	Q9D835; Q9D520; Q9CR48
Drap1	66556	597517997; 21313424	NP_001278009; NP_077138	D3YY09; Q4FJW2; Q9D6N5
Draxin	70433	227330606; 568931882	XP_006539233; NP_081702	Q8C3D8; Q6PAL1; A2A7G4; B2KFL9
Drc1	381738	1039771891; 1039771887; 1039771889; 85701985	NP_001028632; XP_017176443; XP_017176444; XP_017176442	Q3USS3; B9EKF0
Drc3	74665	568976168; 21312844	XP_006534445; NP_083320	Q9D5E4
Drc7	330830	154091013; 568957075; 568957073; 568957077	XP_006531195; NP_001036180; XP_006531197; XP_006531196	Q6V3W6; Q148T2; G3X9B0
Drd1	13488	620597353; 33859542	NP_001278730; NP_034206	Q61616; B2RPW8; Q8C8P8
Drd2	13489	148747212; 568958819	XP_006510059; NP_034207	P13953; P61168; Q0VGH9
Drd3	13490	568994589; 6681221	XP_006521840; NP_031903	P30728; A0A2R8VHF0; Q0VEC4
Drd4	13491	568952285; 1039777186; 6681223	NP_031904; XP_006536219; XP_017177461	P51436; Q8BXS4; Q7TT80; O35838
Drd5	13492	29789042	NP_038531	Q8BLD9; Q61439; Q80UB7; B2RQS5
Drg1	13494	6681225; 1039735589	XP_017169738; NP_031905	P32233; Q5NBZ3
Drg2	13495	10946678; 568971509	NP_067329; XP_006532216	Q5SX94; Q9QXB9
Drosha	14000	194306545; 568990357; 194328670	NP_081075; NP_001123621; XP_006520084	Q5HZJ0
Drp2	13497	569011260; 161016837; 569011258; 755566138; 1039796232	XP_006528559; XP_011246032; XP_017173869; NP_034208; XP_006528560	Q8C4R1; Q61095; Q05AA6; B1AV35
Dsc1	13505	161016841; 620597332	NP_001278733; NP_038532	P55849; Q2VPA9; E9QJX2; Q32ME9
Dsc2	13506	958157207; 7305007; 958157205	NP_001304292; NP_038533; NP_001304294	Q544V1; P55292; Q64734
Dsc3	13507	569003165; 620597328; 133778947; 569003159	XP_006525659; XP_006525656; NP_001278738; NP_031908	P55850; G5E8S6; O55110; O55122
Dscam	13508	755554809; 13626028; 568997235; 568997233	XP_006522949; XP_006522950; NP_112451; XP_011244395	Q9ERC8
Dscaml1	114873	1039791971; 1583208452; 568958721; 568958723	XP_006510011; NP_001074739; XP_006510010; XP_017168598	E9QPR7
Dscc1	72107	1244518197; 62821774; 1039749530	NP_001342523; XP_017172243; NP_898912	Q14AI0; Q4FZL5
Dse	212898	568965229; 755532956; 568965231; 27369704	XP_011241458; NP_766096; XP_006512715; XP_006512714	Q3U620; Q8BLI4
Dsel	319901	124486781; 1039729243; 1039729245	NP_001074785; XP_017176673; XP_017176672	Q0VBN2; B2RQ79
Dsg1a	13510	569003167; 169234958	XP_006525660; NP_034209	Q8CE03; A8WFQ4; Q61495
Dsg1b	225256	569003627; 32129201	NP_859010; XP_006525884	B2RQH0; Q7TQ60; Q7TSF1
Dsg1c	211924	32129205	NP_859008	Q7TQ61; Q7TSF0
Dsg2	13511	161016843	NP_031909	O55111; Q8K069; A2RRJ0; Q8R517
Dsg3	13512	110625833	NP_085099	Q8CB02; O35902; Q3UFC6; Q8CE48
Dsg4	16769	31621307	NP_853543	Q7TMD7
Dsn1	66934	254540034	NP_080129	Q9CYF2; Q9CYC5; Q9DA26
Dsp	109620	568981521; 190194418	NP_076331; XP_006516595	E9Q557; E9PZW0
Dspp	666279	111120322	NP_034210	E9Q9Z9
Dst	13518	568905750; 568905758; 1039727481; 568905770; 1039727509; 1039727479; 1039727496; 1039727501; 454525117; 111154082; 568905762; 568905766; 1039727476; 1039727490; 1039727494; 1039727499; 1039727517; 568905728; 1039727485; 1039727514; 454527343; 111154076; 568905738; 568905760; 568905772; 1039727474; 1039727483; 1039727487; 1039727492; 1039727506; 568905722; 568905746; 568905748; 568905754	XP_006495743; XP_017170165; XP_017170176; XP_017170178; XP_017170195; XP_017170283; NP_001263693; XP_006495742; XP_006495748; XP_017170239; XP_017170300; NP_034211; XP_006495745; XP_017170230; XP_017170357; XP_006495741; XP_017170124; XP_017170201; XP_017170205; XP_017170211; NP_598594; XP_006495737; XP_017170110; XP_017170140; XP_006495729; XP_006495747; XP_006495754; XP_017170154; XP_017170337; XP_006495732; XP_006495749; XP_006495751; XP_006495753; NP_604443	Q9WU50; Q1KP04; S4R1U5; Q60824; Q60845; Q91ZU8; Q3I6J6; Q8K5D4; Q91ZU7; E9QL23; S4R1P5; Q91ZU6; E9PXE5
Dstn	56431	9790219	NP_062745	Q4FK36; Q9R0P5
Dstyk	213452	568908590; 1039728255; 40556610	NP_766104; XP_006529419; XP_017175173	Q3ULK4; Q9CTP7; Q8C7D4; Q6XUX1; Q8C923; Q5EBN5
Dtd1	66044	13384676	NP_079590	Q9DD18; Q3TY44; Q9D1G4; Q9CYL0; A2ANA2; Q9D013; Q9CRE8
Dtd2	328092	31324532; 1105531433; 1039741261	XP_017170607; NP_083821; NP_001334333	Q9D4Q5; Q8BHA3; Q9D363
Dthd1	100322896	1616013163	NP_001164176	E9PZX1
Dtl	76843	765099199; 31982955; 755496401	XP_011237227; NP_001292162; NP_084042	Q3TLR7; Q8BW38; Q3TTE9; Q80WY1; Q6PAN1; Q80WY2; Q9CZ76
Dtna	13527	1039755567; 1039755571; 1039755575; 1039755585; 755560477; 755560483; 1039755559; 1039755569; 1039755579; 755560494; 1039755561; 1039755573; 1039755583; 551894829; 1039755581; 551894864; 1358101343; 755560500; 1039755587; 551894861; 551894889; 46519164; 755560489; 1039755555; 1039755563; 1039755577; 1039755565; 551894978; 551894930; 1358101335; 1357648390; 46519162	XP_017173304; XP_017173313; XP_017173314; NP_001272737; NP_001272740; XP_017173301; XP_017173302; XP_017173310; XP_017173311; XP_017173315; XP_017173303; XP_017173308; XP_017173309; XP_011245129; XP_011245137; XP_017173305; NP_001272736; NP_001272739; NP_001272742; NP_001348144; NP_001348145; NP_034217; XP_011245132; XP_011245140; XP_017173300; XP_017173306; XP_017173307; XP_017173312; NP_001348146; NP_997533; XP_011245135; NP_001272746	Q3UHJ2; P97319; A0A1Y7VJN9; Q61498; Q9QZZ5; Q9D2N4; Q61499; A0A1Y7VL34; Q8BTD9; Q3UHP1; Q8CFR5; Q9WUL9; Q9WUM0
Dtnb	13528	568977476; 568977480; 1039739735; 1039739747; 1039739749; 1243457560; 568977482; 1039739730; 755541132; 1039739732; 1039739745; 247269964; 247269547; 1039739743; 755541130; 1039739741; 568977478	XP_006515021; XP_011242115; XP_017170441; XP_017170446; NP_001342457; XP_006515023; XP_006515024; XP_017170442; XP_017170443; NP_031912; XP_017170447; XP_006515022; XP_011242116; XP_017170444; XP_017170445; NP_001155937; XP_017170440	Q8K0N0; E9Q0F2; Q9CTZ1; G3UZ87; O70585; O70563
Dtnbp1	94245	15208633; 568982627	NP_080048; XP_006517047	Q91WZ8; Q9CY43; Q3TWK1; Q80ZN4; Q6WXQ1
Dtwd1	69185	1243938467; 568918308; 568918302; 568918306; 568918304; 21312232	XP_006500192; XP_006500194; NP_081257; XP_006500193; NP_001342512; XP_006500195	Q9D8U7
Dtwd2	68857	569004435; 283837781; 110625694; 569004439; 569004437	XP_006526275; XP_006526277; NP_001164431; XP_006526276; NP_081130	B2RTH8; Q9D0U1; B7ZP35
Dtx1	14357	83816920; 755513510; 755513512	NP_032078; XP_011246482; XP_011246483	Q3TER5; Q8C2H2; Q9ER09; Q61010
Dtx2	74198	568938283; 568938281; 368711286; 368711288; 568938279; 1039772687; 12963809; 568938287; 368711283	XP_006504570; XP_006504571; NP_001243026; NP_001243027; XP_017176609; XP_006504569; NP_001243025; NP_076231; XP_006504573	Q9ER08; Q8R3P2; Q9CZV3; Q9ER07; A0A0R4IZY1
Dtx3	80904	568969001; 568968995; 568968997; 13507662; 755535319; 568969005; 568968999; 1567426345	XP_011241907; XP_006514399; XP_006514400; NP_001355261; XP_006514397; XP_006514402; XP_006514398; NP_109639	Q4FZD3; Q9ER06; D3YV13; Q80V91; E9Q3J1
Dtx3l	209200	133930784	NP_001013389	Q8BN11; Q3UIR3
Dtx4	207521	188219611; 569006686	XP_006526879; NP_766030	Q6PDK8; Q6IS30; Q8BID3
Dtymk	21915	157785665; 12963517	NP_001099137; NP_075625	P97930; Q8C2L0; Q6GRA7; Q8K2S2
Duox1	99439	568919047; 150010671; 	XP_006500550; NP_001092767	A2AQ92
Duox2	214593	1383485500; 568916183; 125628640	NP_808278; XP_006499173; NP_001349684	A2AQ99
Duoxa1	213696	1039759822; 568916150; 755499122; 755499120; 568916142; 765365494; 568916148; 	XP_006499157; XP_011237718; XP_006499158; XP_017172410; NP_001292191; XP_006499154; XP_011237719; 	Q8VE49; A2AQ97
Duoxa2	66811	13385246	NP_080053	A2AQ98; Q9D311; Q9D7U8
Dupd1	435391	568988099; 85701508	NP_001013848; XP_006519280	B2RW26; Q8BK84
Dus1l	68730	31980834; 568975526; 755539504; 755539508; 755539502; 1039738070; 755539499; 755539506	XP_011247519; NP_081100; XP_011247516; XP_011247517; XP_011247515; XP_006534140; XP_017170221; XP_011247518	Q8C2P3; Q8VCN7; Q9D124
Dus2	66369	110625595; 667667699; 568957384	NP_079794; XP_006531341; NP_001288105	Q9D7B1; Q6PDX2; Q14A90
Dus3l	224907	1338686488; 569000058; 255003775; 569000060	XP_006524224; NP_659107; NP_001347334; XP_006524225	A0A0R4IZY9; Q91XI1; Q7TT12; Q3TZQ1
Dus4l	71916	568978032; 755541503; 568978038; 568978036; 21312100; 568978034	XP_011242199; NP_082278; XP_006515288; XP_006515287; XP_006515286; XP_006515289	A0A0R4J016; Q32M08; Q9D6P4
Dusp1	19252	7305423	NP_038670	Q3U8K3; P28563
Dusp10	63953	568911756; 31560303; 568911758	NP_071302; XP_006497252; XP_006497251	Q9ESS0; Q8R3L3; Q9CZY9
Dusp11	72102	1039775800; 755517385; 294459958	NP_082375; XP_011239778; XP_017177243	Q8BTR4; Q6NXK5; Q9D851; Q8BYE4
Dusp12	80915	1251770322; 1251770288; 70778930; 568911270	NP_001343414; NP_001343415; XP_006497105; NP_075662	Q9EQD3; Q4KL39; Q9D0T2
Dusp13	27389	568987812; 56118225; 1039746283; 56118227; 755548387; 1039746285	XP_011243382; XP_006519139; XP_017171528; NP_001007269; XP_017171529; NP_038877	Q9DA25; Q9QYJ7; Q7TNW3; V9GXA1; Q6B8I0; Q497R2
Dusp14	56405	568974951; 568974953; 31560388; 568974949; 568974955	XP_006533859; XP_006533860; XP_006533862; NP_062793; XP_006533861	Q9D715; Q542U4; Q9JLY7
Dusp15	252864	226823313; 568917083; 755499716; 755499718; 21919414	NP_001152848; NP_665687; XP_006499605; XP_011237861; XP_011237862; 	Q8R4V2; Q14AH2; A2APC1
Dusp16	70686	114205414; 114205412	NP_001041519; NP_569714	Q6PCP3; F6UIK0
Dusp18	75219	568970615; 30424589	XP_006514936; NP_776106	Q8VE01; Q8BWD7
Dusp19	68082	13277360	NP_077758	Q99N12
Dusp2	13537	46560573	NP_034220	Q05922; Q60640; Q80ZN1
Dusp21	73547	58037325	NP_082844	Q9D9D8
Dusp22	105352	568981495; 19527288; 83816915	XP_006516582; NP_598829; NP_001033044	Q99N11; Q5SQN9; Q5SQP0
Dusp23	68440	55926215	NP_081001	Q9CW48; Q6NT99
Dusp26	66959	1039790576; 27229024; 1269208441	NP_080145; NP_001344152; XP_017168431	Q8VCZ5; Q9D700
Dusp27	240892	229892201; 229892205	NP_001153521; NP_001028516	Q148W8; Q3UQN8; Q8BX87; Q6PCZ9
Dusp28	67446	29171320	NP_780327	Q8BTR5
Dusp3	72349	568976002; 568976004; 21312314	NP_082483; XP_006534368; XP_006534369	Q9D7X3
Dusp4	319520	28892737	NP_795907	Q8BFV3
Dusp5	240672	145966803	NP_001078859	Q1HL35
Dusp6	67603	13399314	NP_080544	Q9DBB1; Q9D7L4; Q542I5
Dusp7	235584	238231443; 	NP_703189	Q3TY83; E9PVF4; E9QMS8; Q91Z46; Q3USH2
Dusp8	18218	568952688; 6679156; 755524099	XP_011240291; XP_006508572; NP_032774	O09112; Q7TSZ9
Dusp9	75590	569010741; 569010745; 32567765	XP_006528396; NP_083628; XP_006528394	Q7TNL7
Dut	110074	227497222; 21281687	NP_001153118; NP_076084	Q8VCG1; Q9CQ43
Dux	664783	126432556	NP_001075423	A1JVI8
Duxbl1	278672	1039746289; 568987816; 568987818; 755548393; 755548395; 1039746291; 1039746293; 34419645; 568987814; 1039746287	XP_006519140; XP_017171532; XP_017171530; XP_017171531; NP_899245; XP_011243384; XP_017171533; XP_006519141; XP_006519142; XP_011243385	Q7TNE6
Duxbl2	100039227	568986179; 755547470; 1039745085; 568986175; 1039745081; 568986177; 294712537; 568986173; 1039745079; 1039745083	XP_011243170; XP_017171199; XP_017171201; NP_001171009; XP_006518353; XP_006518354; XP_006518356; XP_017171200; XP_006518355; XP_017171202	Q7TNE6
Duxbl3	100039293	568986184; 1039745094; 1039745096; 1039745098; 294712542; 568986186; 568986190; 755547476; 568986188; 1039745092	XP_006518359; XP_017171208; XP_017171207; XP_006518358; XP_006518361; XP_017171205; XP_011243171; NP_001171010; XP_006518360; XP_017171206	Q7TNE6
Dvl1	13542	1249618454; 568930526; 568930524; 568930528; 568930530; 1039766551; 47933344; 697271943; 568930532; 568930534	XP_006538584; XP_006538582; XP_006538585; XP_006538586; NP_034221; XP_006538583; NP_001289271; XP_006538581; XP_017175441; NP_001343310	P51141; Q3U2D3; Q60868
Dvl2	13543	87299588	NP_031914	Q7TN14; Q60838
Dvl3	13544	117168287; 568994593; 568994595; 1102835188; 568994599; 755553164	XP_011244126; NP_001334105; NP_031915; XP_006521842; XP_006521843; XP_006521845	Q61062; G5E820; E9Q967
DXBay18	574405	569010461; 569010475; 569010463; 569010459; 569010471; 569010473; 261823990; 569010465; 569010469; 569010467	XP_006528258; XP_006528255; XP_006528263; NP_001020555; XP_006528256; XP_006528257; XP_006528261; XP_006528262; XP_006528259; XP_006528260	Q52KH6
Dxo	112403	755555807; 254939704; 1039752525; 254939706	NP_001157242; NP_291091; XP_011244553; XP_017172700	O70348; A0A0R4J288; Q99KD8
Dydc1	69496	254553303; 1039746801	XP_017171668; NP_081370	Q9D9T0; G3X8U6; Q810Q6; E0CXB0
Dydc2	71200	568988800; 568988802; 1341118803; 113931160; 568988798; 755548889; 755548885; 1341118781	XP_006519620; NP_081993; NP_001347537; XP_006519622; NP_001347538; XP_011243492; XP_006519621; XP_011243494	Q9D3X8
Dym	69190	569004446; 25282389; 569004453; 569004448; 569004450	XP_006526281; NP_082003; XP_006526279; XP_006526280; XP_006526282	Q8C7M2; Q569W1; Q3U3F3; Q3UDW2; Q8CHY3; Q8VCZ4
Dynap	75577	319092061	NP_083622	Q9D7M5
Dync1h1	13424	134288917	NP_084514	E9QM71; Q9JHU4
Dync1i1	13426	568939413; 1039774243; 300388150; 300388153; 171543827; 300388146; 300388148	XP_006505045; NP_001177952; NP_001177956; NP_034193; XP_017176869; NP_001177955; NP_001177954	Q80W09; D6Q0F3; O88485; Q3TYJ3; D6Q0F4; D3Z0M6; O88486
Dync1i2	13427	311893385; 568915271; 568915283; 311893382; 1102835216; 1039758948; 311893387; 1039758952; 6753658; 568915279; 311893376; 568915275; 568915277; 568915281; 311893380; 311893374; 311893378; 1039758946	XP_006498741; NP_001185802; NP_001185806; XP_006498737; XP_006498743; XP_017170808; NP_001185805; NP_001185807; XP_006498742; NP_001185801; XP_017170813; NP_001185803; XP_006498739; NP_001334102; XP_006498740; XP_017170815; NP_001185804; NP_034194	D6Q0F7; A2BFF9; Q3TPJ8; O88487; A2BFF7; D6Q0F6; Q3TGH7; D6Q0F5; A2BFF5; A2BFF8
Dync1li1	235661	22122795	NP_666341	Q8R1Q8; Q3TWG5
Dync1li2	234663	568956559; 568956561; 225543181; 568956563; 568956557	XP_006530946; XP_006530945; NP_001013398; XP_006530944; XP_006530943	Q6PDL0; Q3UGJ3
Dync2h1	110350	1039791941; 72534792; 1406927911; 1039791939; 568958456; 568958458	XP_006509889; XP_017168589; NP_001351448; XP_017168590; XP_006509890; NP_084127	Q5VI59; Q69Z42; Q8BXK5; Q8BUI9; Q5VI61; B8JJG0; Q8BJL5; Q8BL87; Q9CRR8; O08822; Q5VI60; Q45VK7; B8JJF9; Q5VI62; Q8BMC7
Dync2li1	213575	26986541	NP_758460	Q3TVA2; Q8K0T2
Dynll1	56455	213688406	NP_062656	Q15701; P63168; Q3UGE7
Dynll2	68097	18087731; 281182477; 281182473	NP_001161944; NP_001161943; NP_080832	Q3TFB4; Q9D0M5; A7M7R8
Dynlrb1	67068	597955343; 254540041	NP_001278037; NP_080223	Q4FZJ8; Q9D812; A2AVR9; O88567; A2AVR8; P62627
Dynlrb2	75465	25072207	NP_083573	Q9DAJ5
Dynlt1a	100310872	262231815	NP_001160101	Q5M8S6; P51807
Dynlt1b	21648	6678265	NP_033368	P51807; Q5M8S6
Dynlt1c	100040563	262231818	NP_001160102	Q5M8S6; P51807
Dynlt1f	100040531	1039752409; 315711043; 262231811	XP_017172676; NP_001186877; NP_001160099; 	Q5M8S6; Q9DAS3; P51807
Dynlt3	67117	31543851	NP_080251	Q542J7; P56387
Dyrk1a	13548	755554816; 1114439822; 755554812; 164607150; 755554820; 755554814; 24418935; 755554822	XP_011244398; NP_031916; XP_011244396; XP_011244400; NP_001106860; NP_001334660; XP_011244397; XP_011244401	Q61214; A9C475; F6U6X3; Q8C774; A1L341
Dyrk1b	13549	568944832; 568944836; 568944834; 406035327; 6753698; 83816922	XP_006539591; NP_001258299; XP_006539590; XP_006539589; NP_034222; NP_001033046	Q9EPM2; Q3UFR5; Q70UR5; Q9Z188
Dyrk2	69181	67846105; 568968396; 755535031	NP_001014412; XP_011241854; XP_006514109	Q5U4C9
